GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,EMP,EMP_S,PAYANN,BENEFIT,BENEFIT_S,BENHEA,BENPEB,BENPEC,BENOTH,EMPAVPW,HOURS,PAYANPW,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTRSL,CSTCNT,CSTFU,CSTFU_S,ELECPCH,CSTELEC,CSTELEC_S,ELECGEN,ELECSLD,RCPTOT,RCPTOT_S,RCPTPLM,RCPTRAN,MSCTOT,MSCRSLTT,MSCCNTTT,MSCOTH,VALADD,VALADD_S,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,INVTOTB,INVFINB,INVWIPB,INVMATB,CEXTOT,CEXTOT_S,CEXBLD,CEXMCH,CEXMCHA,CEXMCHC,CEXMCHO,DPRTOT,DPRTOT_S,RPTOT,RPTOT_S,RPBLD,RPMCH,PCHTT,PCHTT_S,PCHTEMP,PCHCMPQ,PCHEXSO,PCHDAPR,PCHCSVC,PCHRPR,PCHRFUS,PCHADVT,PCHPRTE,PCHTAX,PCHOEXP
Geographic identifier code,Id2,Geographic area name,2007 NAICS codes and NAICS-based rollup code,Meaning of 2007 NAICS codes and NAICS-based rollup code,Year,Number of employees,Relative standard error of total number of employees (%),"Annual payroll ($1,000)","Total fringe benefits ($1,000)",Relative standard error of total fringe benefits (%),"Employer's cost for health insurance ($1,000)","Employer's cost for defined benefit pension plans ($1,000)","Employer's cost for defined contribution plans ($1,000)","Employer's cost for other fringe benefits ($1,000)",Production workers avg per year,"Production workers hours (1,000)","Production workers wages ($1,000)","Total cost of materials ($1,000)",Relative standard error of total cost of materials (%),"Materials, parts, containers, packaging, etc. used ($1,000)","Cost of resales ($1,000)","Contract Work ($1,000)","Cost of purchased fuels ($1,000)",Relative standard error of cost of purchased fuels (%),"Quantity of electricity purchased for heat and power (1,000 kWh)","Purchased electricity ($1,000)",Relative standard error of purchased electricity (%),"Quantity of generated electricity (1,000 kWh)","Quantity of electricity sold or transferred (1,000 kWh)","Total value of shipments ($1,000)",Relative standard error of total value of shipments (%),"Value of products shipments ($1,000)","Value of interplant transfers ($1,000)","Total miscellaneous receipts ($1,000)","Value of resales ($1,000)","Contract receipts ($1,000)","Other miscellaneous receipts ($1,000)","Value added ($1,000)",Relative standard error of value added (%),"Total inventories, end of year ($1,000)","Relative standard error of total inventories, end of year (%)","Finished goods inventories, end of year ($1,000)","Relative standard error of finished goods inventories, end of year (%)","Work-in-process inventories, end-of-year  ($1,000)","Relative standard error of work-in-process inventories, end of year (%)","Materials and supplies inventories, end of year ($1,000)","Relative standard error of materials and supplies inventories, end of year (%)","Total inventories, beginning of year ($1,000)","Finished goods inventories, beginning of year ($1,000)","Work-in-process inventories, beginning of year ($1,000)","Materials and supplies inventories, beginning of year ($1,000)","Total capital expenditures (new and used) ($1,000)",Relative standard error of total capital expenditures (new and used) (%),"Capital expenditures on buildings and other structures (new and used) ($1,000)","Capital expenditures on machinery and equipment (new and used) ($1,000)","Capital expenditures on automobiles, trucks, etc. for highway use ($1,000)","Capital expenditures on computers and peripheral data processing equipment ($1,000)","Capital expenditures on all other machinery and equipment ($1,000)","Total depreciation ($1,000)",Relative standard error of total depreciation (%),"Total rental payments ($1,000)",Relative standard error of total rental payments (%),"Rental payments for buildings and other structures ($1,000)","Rental payments for machinery and equipment ($1,000)","Total other expenses ($1,000)",Relative standard error of total other expenses (%),"Temporary staff and leased employee expenses ($1,000)","Expensed computer hardware and other equipment ($1,000)","Expensed purchases of software ($1,000)","Data processing and other purchased computer services ($1,000)","Communication services ($1,000)","Repair and maintenance services of buildings and/or machinery ($1,000)","Refuse removal (including hazardous waste) services ($1,000)","Advertising and promotional services ($1,000)","Purchased professional and technical services ($1,000)","Taxes and license fees ($1,000)","All other expenses ($1,000)"
0100000US,,United States,327999,All other miscellaneous nonmetallic mineral product manufacturing,2010,8441,3,394929,104430,3,35261,6504,11194,51472,5754,11659,223871,1263335,3,1036516,110044,19926,55857,3,540647,40992,2,S,S,2985515,2,2833402,28120,152113,146617,S,4562,1715937,2,260955,2,128122,3,29402,3,103431,3,266475,136690,27377,102408,84757,8,13323,71434,11148,2977,57309,94381,3,43302,6,19431,23871,264838,5,11787,1041,318,2188,3866,45637,6256,7033,12756,14647,159310
0100000US,,United States,331,Primary metal manufacturing,2011,373911,1,21757554,8086552,1,3343415,1002245,584353,3156538,297005,618229,15623001,185100264,1,167129521,2986982,3783644,4466883,1,136495636,6733234,1,4746558,4763380,280153236,1,273190098,37045936,6963139,3505059,957277,2500803,97934074,1,36110718,1,10654000,1,10704381,1,14752337,2,31206993,8990920,9522853,12693220,8096440,3,1180239,6916201,103365,224791,6588045,5971604,1,897078,2,380879,516199,18170763,1,673155,86275,63081,123246,118205,3421934,767588,73795,918907,680538,11244037
0100000US,,United States,331,Primary metal manufacturing,2010,351863,1,19859225,7526836,1,3098242,901398,498159,3029037,277642,572603,14140416,152468724,1,136351642,2685725,3355615,4148493,1,118196438,5927251,1,4769603,3681504,232790545,1,226551700,36034474,6238845,3056098,1057288,2125460,83832437,1,31231042,1,9041094,2,9568450,1,12621498,2,26489717,7596215,7539208,11354295,7183201,1,812370,6370831,57043,142871,6170917,5796071,1,827579,1,336851,490728,16350852,1,491351,71937,52117,114825,111057,2936726,746964,60180,854897,650681,10260118
0100000US,,United States,3311,Iron and steel mills and ferroalloy manufacturing,2011,102127,1,7363282,3109892,1,1206813,576444,166469,1160166,82827,176673,5737346,76982811,1,68993371,594516,1563373,2787868,1,62523721,3043683,1,3422758,D,115365309,1,113356748,17289473,2008561,631700,306786,1070075,39770253,1,16764812,1,5048544,1,4039160,1,7677109,1,14303370,4208884,3479879,6614606,2634243,1,384097,2250146,24752,59931,2165463,2408855,1,312226,1,59839,252387,9634115,1,98390,29791,21597,77843,39015,1946003,397518,9940,385669,256330,6372018
0100000US,,United States,3311,Iron and steel mills and ferroalloy manufacturing,2010,96628,1,6604728,2816195,1,1083145,485844,143235,1103971,77906,163708,5101786,63184059,1,55789519,660935,1575121,2473668,1,54694239,2684817,1,3345302,D,93477237,1,91532047,15213794,1945190,693218,269832,982141,31862024,1,14178285,1,4165657,1,3407421,1,6605206,1,11801258,3480654,2512393,5808211,3288947,1,379809,2909138,13296,38280,2857561,2380576,1,286395,1,46219,240175,8442679,1,99523,23443,18818,82293,29967,1698207,370869,10182,367762,239610,5502005
0100000US,,United States,33111,Iron and steel mills and ferroalloy manufacturing,2011,102127,1,7363282,3109892,1,1206813,576444,166469,1160166,82827,176673,5737346,76982811,1,68993371,594516,1563373,2787868,1,62523721,3043683,1,3422758,D,115365309,1,113356748,17289473,2008561,631700,306786,1070075,39770253,1,16764812,1,5048544,1,4039160,1,7677109,1,14303370,4208884,3479879,6614606,2634243,1,384097,2250146,24752,59931,2165463,2408855,1,312226,1,59839,252387,9634115,1,98390,29791,21597,77843,39015,1946003,397518,9940,385669,256330,6372018
0100000US,,United States,33111,Iron and steel mills and ferroalloy manufacturing,2010,96628,1,6604728,2816195,1,1083145,485844,143235,1103971,77906,163708,5101786,63184059,1,55789519,660935,1575121,2473668,1,54694239,2684817,1,3345302,D,93477237,1,91532047,15213794,1945190,693218,269832,982141,31862024,1,14178285,1,4165657,1,3407421,1,6605206,1,11801258,3480654,2512393,5808211,3288947,1,379809,2909138,13296,38280,2857561,2380576,1,286395,1,46219,240175,8442679,1,99523,23443,18818,82293,29967,1698207,370869,10182,367762,239610,5502005
0100000US,,United States,33111M,Iron and steel mills and ferroalloy manufacturing,2011,102127,1,7363282,3109892,1,1206813,576444,166469,1160166,82827,176673,5737346,76982811,1,68993371,594516,1563373,2787868,1,62523721,3043683,1,3422758,D,115365309,1,113356748,17289473,2008561,631700,306786,1070075,39770253,1,16764812,1,5048544,1,4039160,1,7677109,1,14303370,4208884,3479879,6614606,2634243,1,384097,2250146,24752,59931,2165463,2408855,1,312226,1,59839,252387,9634115,1,98390,29791,21597,77843,39015,1946003,397518,9940,385669,256330,6372018
0100000US,,United States,33111M,Iron and steel mills and ferroalloy manufacturing,2010,96628,1,6604728,2816195,1,1083145,485844,143235,1103971,77906,163708,5101786,63184059,1,55789519,660935,1575121,2473668,1,54694239,2684817,1,3345302,D,93477237,1,91532047,15213794,1945190,693218,269832,982141,31862024,1,14178285,1,4165657,1,3407421,1,6605206,1,11801258,3480654,2512393,5808211,3288947,1,379809,2909138,13296,38280,2857561,2380576,1,286395,1,46219,240175,8442679,1,99523,23443,18818,82293,29967,1698207,370869,10182,367762,239610,5502005
0100000US,,United States,3312,Steel product manufacturing from purchased steel,2011,40291,3,2192115,732594,2,308856,46194,72437,305106,31524,65079,1498920,19672264,9,18439744,447126,317763,145631,3,4788504,322000,2,D,S,26770034,7,25812185,1414876,957849,599535,60766,297548,7616298,2,4916337,6,1392110,10,943728,2,2580499,13,3774047,1052741,813966,1907340,1314067,15,234748,1079318,8661,28354,1042303,478631,2,122437,10,79101,43336,1476100,5,124418,8064,6664,9994,15529,222988,57894,9628,104485,81815,834619
0100000US,,United States,3312,Steel product manufacturing from purchased steel,2010,38712,2,2013896,702803,2,299427,50957,56592,295827,30507,62847,1394184,16239926,6,15282395,310695,177642,169920,2,4621123,299274,2,D,D,22239603,5,21462539,1415046,777064,440568,120241,216255,6321069,4,3858699,5,1110130,12,865201,2,1883368,11,3535383,1035074,668263,1832046,463474,10,42883,420591,4946,18023,397622,426911,2,122166,8,74294,47872,1252833,4,64827,7513,6113,6350,15450,198205,43905,11138,71808,74858,752666
0100000US,,United States,33121,Iron and steel pipe and tube manufacturing from purchased steel,2011,19145,2,1093804,376073,4,162934,27426,34376,151337,15394,31454,769842,8417284,3,7834356,179102,194597,67330,3,2196918,141899,3,S,S,11833875,3,11439233,706389,394642,208164,20602,165877,3652059,3,2373979,4,832510,6,436534,3,1104935,4,1900263,648038,409669,842556,706962,27,52597,654365,3072,17783,633511,228722,4,46348,7,23108,23239,548512,6,44948,3606,1294,4255,6141,118967,28155,2585,49689,42977,245895
0100000US,,United States,33121,Iron and steel pipe and tube manufacturing from purchased steel,2010,17734,2,932358,333619,4,143991,24850,24514,140264,14216,29030,664366,6391504,2,5962265,145408,90701,60771,4,2260916,132359,3,S,S,9112582,2,8839394,737462,273188,169554,27302,76333,2838108,3,1872525,2,639422,2,393393,3,839710,2,1850224,642527,297388,910309,260144,12,30406,229738,2344,12141,215253,163733,3,40125,4,17667,22458,479261,6,36517,4295,2499,2962,7302,86250,22032,3533,36848,32273,244750
0100000US,,United States,331210,Iron and steel pipe and tube manufacturing from purchased steel,2011,19145,2,1093804,376073,4,162934,27426,34376,151337,15394,31454,769842,8417284,3,7834356,179102,194597,67330,3,2196918,141899,3,S,S,11833875,3,11439233,706389,394642,208164,20602,165877,3652059,3,2373979,4,832510,6,436534,3,1104935,4,1900263,648038,409669,842556,706962,27,52597,654365,3072,17783,633511,228722,4,46348,7,23108,23239,548512,6,44948,3606,1294,4255,6141,118967,28155,2585,49689,42977,245895
0100000US,,United States,331210,Iron and steel pipe and tube manufacturing from purchased steel,2010,17734,2,932358,333619,4,143991,24850,24514,140264,14216,29030,664366,6391504,2,5962265,145408,90701,60771,4,2260916,132359,3,S,S,9112582,2,8839394,737462,273188,169554,27302,76333,2838108,3,1872525,2,639422,2,393393,3,839710,2,1850224,642527,297388,910309,260144,12,30406,229738,2344,12141,215253,163733,3,40125,4,17667,22458,479261,6,36517,4295,2499,2962,7302,86250,22032,3533,36848,32273,244750
0100000US,,United States,33122,Rolling and drawing of purchased steel,2011,21146,5,1098311,356520,2,145922,18769,38061,153768,16130,33625,729079,11254981,15,10605388,268025,123167,78301,4,2591586,180101,4,D,S,14936158,12,14372952,708487,563206,391371,40164,131671,3964240,3,2542357,11,559600,24,507194,1,1475564,22,1873784,404703(s),404297,1064784,607105,2,182152,424953,5590,10571,408793,249908,3,76090,15,55993,20097,927588,6,79471(s),4458,5370,5739,9389,104021,29739,7043,54796,38838,588724
0100000US,,United States,33122,Rolling and drawing of purchased steel,2010,20978,3,1081538,369184,2,155436,26108,32077,155563,16291,33817,729818,9848422,11,9320130,165288,86940,109148,3,2360206,166915,2,D,D,13127021,9,12623145,677584,503875,271014,92939,139923,3482961,7,1986173,9,470708,29,471808,1,1043657,19,1685159,392547(s),370875,921737,203330,16,12478,190853,2602,5882,182369,263178,2,82042,12,56627,25415,773573,5,28310,3218,3614,3389,8149,111955,21873,7604,34960,42585,507916
0100000US,,United States,33122M,Rolling and drawing of purchased steel,2011,21146,5,1098311,356520,2,145922,18769,38061,153768,16130,33625,729079,11254981,15,10605388,268025,123167,78301,4,2591586,180101,4,D,S,14936158,12,14372952,708487,563206,391371,40164,131671,3964240,3,2542357,11,559600,24,507194,1,1475564,22,1873784,404703(s),404297,1064784,607105,2,182152,424953,5590,10571,408793,249908,3,76090,15,55993,20097,927588,6,79471(s),4458,5370,5739,9389,104021,29739,7043,54796,38838,588724
0100000US,,United States,33122M,Rolling and drawing of purchased steel,2010,20978,3,1081538,369184,2,155436,26108,32077,155563,16291,33817,729818,9848422,11,9320130,165288,86940,109148,3,2360206,166915,2,D,D,13127021,9,12623145,677584,503875,271014,92939,139923,3482961,7,1986173,9,470708,29,471808,1,1043657,19,1685159,392547(s),370875,921737,203330,16,12478,190853,2602,5882,182369,263178,2,82042,12,56627,25415,773573,5,28310,3218,3614,3389,8149,111955,21873,7604,34960,42585,507916
0100000US,,United States,3313,Alumina and aluminum production and processing,2011,51059,1,2862414,1131204,1,500751,150577,70280,409596,40542,85630,2031092,29423341,1,26239743,457814,330993,745533,1,40023964,1649258,1,D,D,38895046,1,37670408,5460173,1224638,498754,185824,540059,9625201,1,3735410,1,976691,1,1279707,1,1479011,1,3581540,889826,1196734,1494981,937131,1,69408,867723,14891,27889,824943,814174,1,143745,1,55401,88345,2129306,1,107522,20457,11669,6970,15495,433168,90014,5521,89326,97651,1251513
0100000US,,United States,3313,Alumina and aluminum production and processing,2010,48225,1,2651325,1063189,1,479590,131497,64727,387376,37675,77978,1826668,24942562,1,22138222,399841,285765,727804,1,33410342,1390929,1,D,D,32925440,1,31808833,5075741,1116607,422200,216466,477942,8353032,1,3593586,1,896540,1,1199040,1,1498006,1,2956627,681961,1027122,1247543,629656,1,59308,570348,9356,18856,542135,787360,1,131602,1,47756,83846,1852071,1,83196,18520,8867,4661,15571,326964,111414,5389,81681,99784,1096025
0100000US,,United States,33131,Alumina and aluminum production and processing,2011,51059,1,2862414,1131204,1,500751,150577,70280,409596,40542,85630,2031092,29423341,1,26239743,457814,330993,745533,1,40023964,1649258,1,D,D,38895046,1,37670408,5460173,1224638,498754,185824,540059,9625201,1,3735410,1,976691,1,1279707,1,1479011,1,3581540,889826,1196734,1494981,937131,1,69408,867723,14891,27889,824943,814174,1,143745,1,55401,88345,2129306,1,107522,20457,11669,6970,15495,433168,90014,5521,89326,97651,1251513
0100000US,,United States,33131,Alumina and aluminum production and processing,2010,48225,1,2651325,1063189,1,479590,131497,64727,387376,37675,77978,1826668,24942562,1,22138222,399841,285765,727804,1,33410342,1390929,1,D,D,32925440,1,31808833,5075741,1116607,422200,216466,477942,8353032,1,3593586,1,896540,1,1199040,1,1498006,1,2956627,681961,1027122,1247543,629656,1,59308,570348,9356,18856,542135,787360,1,131602,1,47756,83846,1852071,1,83196,18520,8867,4661,15571,326964,111414,5389,81681,99784,1096025
0100000US,,United States,331311,Alumina refining,2011,1636,1,116427,48399,1,22022,6515,3714,16148,1193,2640,76350,1058131,1,837494,D,D,139705,1,332136,20333,1,D,S,1363179,1,D,D,D,D,D,D,328225,1,194673,1,34621,1,67263,1,92789,1,171753,28147,50560,93046,43882,1,1931,41951,218,826,40907,40173,1,10772,1,3144,7628,209514,1,3964,1477,D,D,1018,68313,4199,119,D,6871,96088
0100000US,,United States,331311,Alumina refining,2010,1503,1,111392,47683,1,20936,5358,5591,15798,1088,2283,70258,928218,1,732128,D,D,138991,1,308959,17323,1,D,S,1120942,1,D,511837,D,D,D,D,187315,1,171753,1,28147,1,50560,1,93046,1,212615,34949,49167,128499,37329,1,1268,36061,D,D,35916,40238,1,10440,1,2303,8137,133620,1,2826,1563,D,398,918,33700,1829,D,18745,5132,68328
0100000US,,United States,331312,Primary aluminum production,2011,7093,1,469022,215076,1,103464,34815,12620,64177,5746,12862,349336,4342004,1,3103921,D,D,49568,1,27479665,1141977,1,S,D,5675444,1,D,1779082,D,D,D,D,1353655,1,588566,1,47540,1,109746,1,431280,1,550560,48450,89877,412233,142061,1,6179,135882,484,3112,132286,170412,1,14593,1,2189,12404,294649,1,8454,1498,1495,928,2056,39168,14943,261,18781,16975,190090
0100000US,,United States,331312,Primary aluminum production,2010,6642,1,418648,206537,1,103986,30353,11320,60878,5315,11595,303439,3315942,1,2289493,D,D,49107,1,23897264,935248,1,S,D,4638269,1,D,1531503,D,12013,D,D,1330695,1,563256,1,49351,1,90013,1,423892,1,471659,44597,87655,339407,104535,1,9846,94689,D,D,92308,159666,1,17714,1,4019,13695,231484,1,6606,859,1292,1028,1853,32054,11254,185,14825,18295,143233
0100000US,,United States,331314,Secondary smelting and alloying of aluminum,2011,4786,4,259594,78347,3,33836,6053,5406,33052,3593,7888,165785,5261120,2,4860018,135386,25662,154813,3,4369131,85241,4,D,D,6179638,2,5630218,D,549420,155878,127512,266030,962344,1,587323,2,268965,2,61160,5,257199,2,539710,234440,57421,247849,155145,2,23577,131568,4152,4448,122968,87354,2,22256,4,8250,14005,280079,2,8622,1153,D,D,2576,38924,14365,532,D,11895,186458
0100000US,,United States,331314,Secondary smelting and alloying of aluminum,2010,4430,4,243569,76926,2,35435,5530,5191,30770,3324,7175,147370,4376544,1,4020494,96338,23500,147360,1,3385093,88852,3,D,D,5266615,1,4790238,D,476377,D,148842,D,996708,1,536664,2,234129,2,55432,5,247103,2,391216,150770,37717,202729,103563,1,17749,85814,2053,3407,80354,78062,2,17744,3,8054,9690,305302,2,7322,916,D,636,2733,46645,55684,D,9345,10731,170215
0100000US,,United States,331316,Aluminum extruded product manufacturing,2011,18633,2,854898,270822,2,119853,18212,16602,116156,14687,30100,594070,4722554,2,4368221,57281,95992,94710,4,1427314,106350,2,D,S,7274536,1,7120779,495510,153756,D,D,D,2593252,1,584704,3,183391,2,174840,6,226472,2,570949,146045,175587,249317,208426,2,14137,194289,5874,7276,181140,123045,3,42402,2,23965,18438,521615,2,43860,3724,3687,882,4223,59229,13210,2959,14951,19121,355768
0100000US,,United States,331316,Aluminum extruded product manufacturing,2010,17266,2,784509,251051,2,111730,17442,16861,105018,13365,27073,530991,4102694,2,3800735,33921,87139,83891,4,1312953,97009,2,D,S,6420782,2,6301059,D,119723,D,D,78088,2406834,1,571595,3,149518,3,178094,6,243984,2,431663,115359,128178,188126,119523,2,13029,106494,3321,3820,99353,107055,3,34461,4,19679,14782,417904,2,29561,4437,2497,1041,5041,63052,11432,3353,14413,16891,266185
0100000US,,United States,33131N,Aluminum rolling and drawing,2011,18911,1,1162473,518559,1,221576,84982,31939,180063,15323,32140,845551,14039532,1,13070090,238207,129141,306737,1,6415718,295357,1,S,S,18402249,1,17945345,1579261,456905,245642,46010,165253,4387725,2,1780144,1,442174,1,866698,1,471272,1,1748569,432743,823289,492537,387618,1,23585,364033,4163,12228,347643,393191,1,53722,2,17853,35870,823449,1,42621,12605,5184,3664,5623,227534,43297,1649,15372,42790,423109
0100000US,,United States,33131N,Aluminum rolling and drawing,2010,18383,1,1093207,480992,1,207503,72813,25764,174911,14583,29852,774609,12219163,1,11295373,236070,126768,308455,1,4506073,252498,1,S,S,15478832,1,15027724,1431111,451108,233128,D,D,3431480,2,1750318,1,435394,1,824942,1,489982,1,1449474,336286,724405,388782,264706,1,17416,247290,3730,9355,234205,402339,1,51242,2,13701,37542,763761,1,36881,10745,4390,1558,5026,151512,31214,1283,24352,48735,448064
0100000US,,United States,3314,Nonferrous metal (except aluminum) production and processing,2011,56935,1,3351208,1162301,1,474906,105438,122622,459337,41680,84446,2107477,44015560,1,41359169,867932,614377,363947,1,15433518,810136,1,760274,D,67795806,1,65997180,10991944,1798626,995060,352468,451099,24405571,1,7213949,1,1994396,2,3437479,1,1782074,1,6478408,1687753,3142567,1648088,1977272,1,318883,1658390,36310,70952,1551127,1253369,1,150835,2,90345,60490,2510477,2,78391,13123,9520,14685,22385,363420,98313,14916,170365,139984,1585375
0100000US,,United States,3314,Nonferrous metal (except aluminum) production and processing,2010,55039,1,3167714,1133750,1,462451,113994,98874,458431,39604,81060,1989191,35409349,1,33059426,740124,509794,355477,1,13957002,744528,1,929706,D,57048667,1,55535601,12703018,1513066,773146,401802,338117,22630604,1,6516643,1,1711012,2,3207263,1,1598367,2,5462908,1404582,2546177,1512149,2016769,2,238579,1778189,18918,44266,1715005,1193720,1,125096,3,74709,50387,2517326,2,73499,11725,8235,11380,25315,334849,102890,11538,171248,135107,1631541
0100000US,,United States,33141,Nonferrous metal (except aluminum) smelting and refining,2011,10606,2,694106,264504,1,96328,30145,45358,92673,7365,15435,430160,8162856,1,7289913,139025,170995,142512,1,9607439,420411,1,D,D,20910390,1,20731558,5156352,178833,153408,D,D,12876223,1,1894300,1,457483,5,1011947,1,424870,2,1733258,324949,1014857,393452,1202723,1,240427,962296,27684,40600,894011,708722,1,41885,4,23601,18284,822282,4,15378,2218,2188,3772,4817,155626,26390,1380,89332,63332,457850
0100000US,,United States,33141,Nonferrous metal (except aluminum) smelting and refining,2010,10302,2,656997,252132,1,95968,34590,24636,96939,7226,15178,407129,6615850,1,5820408,103137,154156,160652,2,8525473,377497,1,D,D,18293748,1,18121944,7441787,171804,111335,D,D,11804703,1,1723953,2,320089,7,1012857,1,391006,3,1613564,291263,913944,408358,1312324,3,181549,1130774,10234,21083,1099458,668765,1,31864,5,20641,11223,709078,2,18181,2651,1840,2992,4040,104042,28404,1143,83522,65887,396376
0100000US,,United States,331411,Primary smelting and refining of copper,2011,1687,1,105967,43125,1,16515,D,D,14353,1265,2712,66376,D,S,D,D,D,D,S,449960,24333,1,D,D,10849970,1,D,D,D,D,S,S,D,S,D,S,111633,1,D,S,76667,1,D,D,D,D,117329,1,18046,99283,D,D,D,D,S,1496,1,365,1131,24673,1,1283,375,142,S,337,D,2059,D,13031,991,2969
0100000US,,United States,331411,Primary smelting and refining of copper,2010,1663,1,100788,43520,1,16275,D,D,15437,1251,2624,67567,D,S,D,D,D,D,S,565585,26783,1,D,D,10032041,1,D,D,D,D,D,S,D,S,D,S,D,S,D,S,D,S,D,84565,D,48208,69879,1,12868,57011,782,3059,53170,D,S,1369,1,392,977,25284,1,783,D,D,S,593,5183,2064,D,9679,4188,2424
0100000US,,United States,331419,Primary smelting and refining of nonferrous metal (except copper and aluminum),2011,8919,2,588139,221379,2,79813,D,D,78320,6100,12723,363784,D,S,D,D,D,D,S,9157479,396078,1,D,198443,10060420,1,D,D,D,D,D,D,D,S,D,S,345850,7,D,S,348203,2,D,D,D,D,1085394,1,222381,863013,D,D,D,D,S,40389,4,23236,17153,797609,4,14095,1843,2046,3772,4480,D,24331,D,76301,62341,454881
0100000US,,United States,331419,Primary smelting and refining of nonferrous metal (except copper and aluminum),2010,8639,2,556209,208612,2,79693,D,D,81502,5975,12554,339562,D,S,D,D,D,D,S,7959888,350714,1,D,241836,8261707,1,D,D,D,D,D,D,D,S,D,S,D,S,D,S,D,S,D,206698,D,360150,1242445,3,168681,1073763,9452,18024,1046288,D,S,30495,5,20249,10246,683794,2,17398,D,D,2992,3447,98859,26340,D,73843,61699,393952
0100000US,,United States,33142,"Copper rolling, drawing, extruding, and alloying",2011,20542,2,1104765,347319,1,152762,13591,36051,144915,15378,31107,672584,20601091,2,19998823,287204,78352,70032,3,2420837,166680,1,D,S,24534720,2,23751671,4104294,783049,371593,D,D,4058860,3,1925602,1,784312,1,734977,1,406313,2,1777285,729313,675202,372770,220037,2,29966,190071,2596,7214,180261,217584,4,44384,5,28004,16379,749253,2,22613,3094,1847,1145,6386,84042,43974,3576,33157,27463,521956
0100000US,,United States,33142,"Copper rolling, drawing, extruding, and alloying",2010,20389,2,1119680,358542,1,156377,12737,33279,156149,14831,30527,686003,17213033,2,16708963,195033,79710,65976,3,2414785,163351,1,D,S,21131370,2,20597606,3769283,533764,219003,D,D,4201893,3,1792162,1,732237,1,681567,1,378358,2,1462708,627149,513555,322004,229454,1,21373,208081,2660,6291,199130,207148,4,43227,6,27442,15785,803016,3,22728,2672,1897,872,9119,92764,40853,4474,43215,23973,560449
0100000US,,United States,33142M,"Copper rolling, drawing, extruding, and alloying",2011,20542,2,1104765,347319,1,152762,13591,36051,144915,15378,31107,672584,20601091,2,19998823,287204,78352,70032,3,2420837,166680,1,D,S,24534720,2,23751671,4104294,783049,371593,D,D,4058860,3,1925602,1,784312,1,734977,1,406313,2,1777285,729313,675202,372770,220037,2,29966,190071,2596,7214,180261,217584,4,44384,5,28004,16379,749253,2,22613,3094,1847,1145,6386,84042,43974,3576,33157,27463,521956
0100000US,,United States,33142M,"Copper rolling, drawing, extruding, and alloying",2010,20389,2,1119680,358542,1,156377,12737,33279,156149,14831,30527,686003,17213033,2,16708963,195033,79710,65976,3,2414785,163351,1,D,S,21131370,2,20597606,3769283,533764,219003,D,D,4201893,3,1792162,1,732237,1,681567,1,378358,2,1462708,627149,513555,322004,229454,1,21373,208081,2660,6291,199130,207148,4,43227,6,27442,15785,803016,3,22728,2672,1897,872,9119,92764,40853,4474,43215,23973,560449
0100000US,,United States,33149,"Nonferrous metal (except copper and aluminum) rolling, drawing, extruding, and alloying",2011,25786,2,1552337,550479,1,225816,61701,41213,221748,18937,37904,1004732,15251613,1,14070432,441703,365030,151403,1,3405242,223045,1,S,S,22350695,1,21513951,1731299,836745,470059,211301,155384,7470487,1,3394047,1,752601,3,1690555,1,950890,2,2967865,633490,1452508,881866,554512,2,48489,506023,6030,23138,476855,327063,1,64567,2,38740,25827,938942,3,40400,7811,5485,9768,11182,123753,27949,9960,47876,49189,605568
0100000US,,United States,33149,"Nonferrous metal (except copper and aluminum) rolling, drawing, extruding, and alloying",2010,24348,2,1391036,523076,1,210106,66667,40959,205343,17546,35355,896059,11580465,1,10530055,441954,275929,128848,2,3016744,203679,3,S,S,17623549,1,16816051,1491948,807497,442808,220137,144551,6624008,1,3000528,1,658686,4,1512840,1,829002,3,2386636,486170,1118679,781788,474991,2,35657,439334,6024,16893,416418,317807,2,50004,2,26626,23378,1005232,2,32590,6402,4497,7516,12156,138043,33633,5921,44511,45247,674717
0100000US,,United States,33149M,"Nonferrous metal (except copper and aluminum) rolling, drawing, extruding, and alloying",2011,25786,2,1552337,550479,1,225816,61701,41213,221748,18937,37904,1004732,15251613,1,14070432,441703,365030,151403,1,3405242,223045,1,S,S,22350695,1,21513951,1731299,836745,470059,211301,155384,7470487,1,3394047,1,752601,3,1690555,1,950890,2,2967865,633490,1452508,881866,554512,2,48489,506023,6030,23138,476855,327063,1,64567,2,38740,25827,938942,3,40400,7811,5485,9768,11182,123753,27949,9960,47876,49189,605568
0100000US,,United States,33149M,"Nonferrous metal (except copper and aluminum) rolling, drawing, extruding, and alloying",2010,24348,2,1391036,523076,1,210106,66667,40959,205343,17546,35355,896059,11580465,1,10530055,441954,275929,128848,2,3016744,203679,3,S,S,17623549,1,16816051,1491948,807497,442808,220137,144551,6624008,1,3000528,1,658686,4,1512840,1,829002,3,2386636,486170,1118679,781788,474991,2,35657,439334,6024,16893,416418,317807,2,50004,2,26626,23378,1005232,2,32590,6402,4497,7516,12156,138043,33633,5921,44511,45247,674717
