GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,EMP,EMP_S,PAYANN,BENEFIT,BENEFIT_S,BENHEA,BENPEB,BENPEC,BENOTH,EMPAVPW,HOURS,PAYANPW,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTRSL,CSTCNT,CSTFU,CSTFU_S,ELECPCH,CSTELEC,CSTELEC_S,ELECGEN,ELECSLD,RCPTOT,RCPTOT_S,RCPTPLM,RCPTRAN,MSCTOT,MSCRSLTT,MSCCNTTT,MSCOTH,VALADD,VALADD_S,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,INVTOTB,INVFINB,INVWIPB,INVMATB,CEXTOT,CEXTOT_S,CEXBLD,CEXMCH,CEXMCHA,CEXMCHC,CEXMCHO,DPRTOT,DPRTOT_S,RPTOT,RPTOT_S,RPBLD,RPMCH,PCHTT,PCHTT_S,PCHTEMP,PCHCMPQ,PCHEXSO,PCHDAPR,PCHCSVC,PCHRPR,PCHRFUS,PCHADVT,PCHPRTE,PCHTAX,PCHOEXP
Geographic identifier code,Id2,Geographic area name,2007 NAICS codes and NAICS-based rollup code,Meaning of 2007 NAICS codes and NAICS-based rollup code,Year,Number of employees,Relative standard error of total number of employees (%),"Annual payroll ($1,000)","Total fringe benefits ($1,000)",Relative standard error of total fringe benefits (%),"Employer's cost for health insurance ($1,000)","Employer's cost for defined benefit pension plans ($1,000)","Employer's cost for defined contribution plans ($1,000)","Employer's cost for other fringe benefits ($1,000)",Production workers avg per year,"Production workers hours (1,000)","Production workers wages ($1,000)","Total cost of materials ($1,000)",Relative standard error of total cost of materials (%),"Materials, parts, containers, packaging, etc. used ($1,000)","Cost of resales ($1,000)","Contract Work ($1,000)","Cost of purchased fuels ($1,000)",Relative standard error of cost of purchased fuels (%),"Quantity of electricity purchased for heat and power (1,000 kWh)","Purchased electricity ($1,000)",Relative standard error of purchased electricity (%),"Quantity of generated electricity (1,000 kWh)","Quantity of electricity sold or transferred (1,000 kWh)","Total value of shipments ($1,000)",Relative standard error of total value of shipments (%),"Value of products shipments ($1,000)","Value of interplant transfers ($1,000)","Total miscellaneous receipts ($1,000)","Value of resales ($1,000)","Contract receipts ($1,000)","Other miscellaneous receipts ($1,000)","Value added ($1,000)",Relative standard error of value added (%),"Total inventories, end of year ($1,000)","Relative standard error of total inventories, end of year (%)","Finished goods inventories, end of year ($1,000)","Relative standard error of finished goods inventories, end of year (%)","Work-in-process inventories, end-of-year  ($1,000)","Relative standard error of work-in-process inventories, end of year (%)","Materials and supplies inventories, end of year ($1,000)","Relative standard error of materials and supplies inventories, end of year (%)","Total inventories, beginning of year ($1,000)","Finished goods inventories, beginning of year ($1,000)","Work-in-process inventories, beginning of year ($1,000)","Materials and supplies inventories, beginning of year ($1,000)","Total capital expenditures (new and used) ($1,000)",Relative standard error of total capital expenditures (new and used) (%),"Capital expenditures on buildings and other structures (new and used) ($1,000)","Capital expenditures on machinery and equipment (new and used) ($1,000)","Capital expenditures on automobiles, trucks, etc. for highway use ($1,000)","Capital expenditures on computers and peripheral data processing equipment ($1,000)","Capital expenditures on all other machinery and equipment ($1,000)","Total depreciation ($1,000)",Relative standard error of total depreciation (%),"Total rental payments ($1,000)",Relative standard error of total rental payments (%),"Rental payments for buildings and other structures ($1,000)","Rental payments for machinery and equipment ($1,000)","Total other expenses ($1,000)",Relative standard error of total other expenses (%),"Temporary staff and leased employee expenses ($1,000)","Expensed computer hardware and other equipment ($1,000)","Expensed purchases of software ($1,000)","Data processing and other purchased computer services ($1,000)","Communication services ($1,000)","Repair and maintenance services of buildings and/or machinery ($1,000)","Refuse removal (including hazardous waste) services ($1,000)","Advertising and promotional services ($1,000)","Purchased professional and technical services ($1,000)","Taxes and license fees ($1,000)","All other expenses ($1,000)"
0100000US,,United States,31-33,Manufacturing,2011,10649378,1,559517837,173704551,1,69542400,14930705,14983946,74247501,7440140,14866954,313709882,3240477063,1,2916521678,173477116,56170177,42275939,1,830841149,52032153,1,118810929,34891402,5498599159,1,5214486277,314483251,284112882,219793842,19966924,44352116,2295219634,1,591670447,1,210356409,1,183190051,1,198123987,1,536646008,191721573,164439273,180485161,146651647,1,21760323,124891324,2629535,7275654,114986135,116179198,1,30906078,1,21770092,9135986,349073697,1,27347484,2741233,2777300,5073474,4899129,41350936,13361028,12845339,26723274,16098236,195856262
0100000US,,United States,31-33,Manufacturing,2010,10507146,1,538456595,168033161,1,66578602,14288221,14295945,72870393,7289354,14550473,299613996,2782192359,1,2485700376,154830264,50861492,41658205,1,783323300,49142022,1,117186170,32838188,4905446064,1,4650195560,278286733,255250504,197450926,18477255,39322322,2160731149,1,538939463,1,192377333,1,164759779,1,181802351,1,489587658,174596342,145074170,169917146,127639000,1,19430452,108208547,2213276,6413634,99581637,114523298,1,29858701,1,21058163,8800538,342599083,1,23287865,2863211,2558467,4886105,5154295,38237718,13384320,12843751,26102398,16101421,197179532
0100000US,,United States,311,Food manufacturing,2011,1358996,1,52828340,16175656,1,6774500,1257380,1166591,6977184,1072841,2172236,36089009,448203618,1,415532362,19497136,2042214,5027771,1,90585330,6104136,1,4018295,389754,710365597,1,684695170,43935540,25670427,23474103,1310556,885769,264500763,1,47224444,1,24977393,1,4920880,1,17326171,1,43378919,23252108,4390891,15735921,15850621,1,3197716,12652904,309993,396170,11946741,11656674,1,3041706,1,1789360,1252346,35651693,1,2809429,108532,93763,142989,272445,4661367,2174656,1996937,1634118,1410921,20346536
0100000US,,United States,311,Food manufacturing,2010,1363773,1,52383998,16039107,1,6624439,1257761,1192829,6964078,1076443,2177377,35800855,392452944,1,362248020,17533833,1902569,5041070,1,84793527,5727453,1,5030267,471081,649338759,1,626253344,39236743,23085415,21051141,1214484,819790,259174379,1,43502998,1,23384560,1,4358121,2,15760317,1,40277654,21659868,4021025,14596761,14020480,1,2569790,11450690,346271,406757,10697662,11393282,1,2935426,1,1726700,1208726,35952663,1,2548792,108293,126072,139698,282501,4547228,2183108,2159968,1598749,1420358,20837897
0100000US,,United States,3111,Animal food manufacturing,2011,43104,1,2149012,626040,2,259938,48495,56025,261583,29749,61110,1310741,38024007,1,32440087,4645837,269949,308926,2,5751049,359209,2,S,S,54082330,1,49346336,2225130,4735994,4662881,14584,58528,16164944,1,2696635,2,1103187,2,224463,2,1368985,2,2375799,984437,238427,1152936,808548,2,144869,663679,40603,26640,596436,582142,1,103438,2,55673,47764,1582600,2,99835,7527,4861,6323,19232,245611,53450,136369,74736,79039,855617
0100000US,,United States,3111,Animal food manufacturing,2010,44168,1,2110513,606233,1,244745,47533,53856,260100,30348,62417,1289689,31859976,1,26853623,4170925,249655,273043,2,5131369,312730,2,S,S,48146262,1,44105874,2115146,4040388,3966552,14047,59790,16346399,1,2381427,1,985716,1,239876,2,1155835,2,2203866,957792,209521,1036553,829111,2,141687,687424,39471,32418,615535,614220,1,99592,2,52940,46652,1550839,2,46846,7777,5975,6051,20710,213223,44868,167168,85037,78001,875183
0100000US,,United States,31111,Animal food manufacturing,2011,43104,1,2149012,626040,2,259938,48495,56025,261583,29749,61110,1310741,38024007,1,32440087,4645837,269949,308926,2,5751049,359209,2,S,S,54082330,1,49346336,2225130,4735994,4662881,14584,58528,16164944,1,2696635,2,1103187,2,224463,2,1368985,2,2375799,984437,238427,1152936,808548,2,144869,663679,40603,26640,596436,582142,1,103438,2,55673,47764,1582600,2,99835,7527,4861,6323,19232,245611,53450,136369,74736,79039,855617
0100000US,,United States,31111,Animal food manufacturing,2010,44168,1,2110513,606233,1,244745,47533,53856,260100,30348,62417,1289689,31859976,1,26853623,4170925,249655,273043,2,5131369,312730,2,S,S,48146262,1,44105874,2115146,4040388,3966552,14047,59790,16346399,1,2381427,1,985716,1,239876,2,1155835,2,2203866,957792,209521,1036553,829111,2,141687,687424,39471,32418,615535,614220,1,99592,2,52940,46652,1550839,2,46846,7777,5975,6051,20710,213223,44868,167168,85037,78001,875183
0100000US,,United States,311111,Dog and cat food manufacturing,2011,17155,2,964812,288131,2,121352,24476,29066,113238,12329,26607,656521,11439632,1,8474737,2595300,170229,91344,2,1539706,108023,3,S,S,20585563,1,D,D,D,D,D,4914,9204612,1,932784,4,474857,4,31363,5,426565,3,830936,418722,28041,384173,450550,2,78048,372502,8157,15983,348361,252634,1,29968,4,18713,11255,778686,4,67933,2445,2272,3887,6309,95977,29329,115793,42775,37443,374522
0100000US,,United States,311111,Dog and cat food manufacturing,2010,17541,1,934672,279049,2,114598,25120,27405,111926,12823,27260,647159,10780551,1,7844213,2573946,157345,101546,1,1553215,103500,3,S,S,20386975,1,D,D,D,D,D,4706,9708443,1,831859,1,414012,1,29106,3,388741,1,671993,315222,25102,331670,474970,2,76767,398204,8568,18255,371381,265296,1,27910,2,17092,10818,778242,3,22834,4167,4111,3787,8168,83021,25124,145288,55297,36585,389861
0100000US,,United States,311119,Other animal food manufacturing,2011,25950,2,1184199,337909,2,138586,24019,26958,148346,17420,34503,654220,26584376,1,23965350,2050538,99720,217582,3,4211343,251186,2,S,S,33496767,1,D,D,D,D,D,53614,6960332,2,1763851,1,628331,2,193100,3,942420,2,1544863,565714,210385,768763,357998,3,66820,291177,32445,10657,248075,329508,1,73470,3,36961,36510,803914,3,31902,5082,2589,2436,12923,149634,24121,20576,31961,41597,481094
0100000US,,United States,311119,Other animal food manufacturing,2010,26627,2,1175840,327183,2,130146,22413,26451,148173,17525,35157,642531,21079425,1,19009409,1596979,92310,171497,4,3578154,209230,2,S,S,27759287,1,D,D,D,D,D,55084,6637956,2,1549568,2,571704,2,210769,2,767094,2,1531873,642570,184419,704884,354141,3,64920,289221,30903,14163,244154,348925,1,71682,2,35849,35834,772597,2,24012,3609,1864,2264,12543,130202,19744,21880,29740,41416,485322
0100000US,,United States,3112,Grain and oilseed milling,2011,50499,2,2864124,1019247,2,420299,158822,83875,356251,37427,81406,1927848,64937087,1,60916211,1679798,247243,1038469,1,18484649,1055367,1,D,211177,94025296,1,91341167,14833532,2684129,2486607,141482,56040,29278380,1,6067977,1,2737455,1,323927,6,3006595,3,6014604,2600470,289156,3124978,1610335,1,233083,1377252,11970,33487,1331795,1440536,1,206327,4,104285,102042,2803052,2,123483,14147,7382,15041,20304,622819,235345,115883,127045,142037,1379565
0100000US,,United States,3112,Grain and oilseed milling,2010,50049,2,2829769,1012172,1,423047,139401,85349,364374,36952,80636,1913541,55129180,1,51261253,1482778,224732,1140002,1,17575504,1020415,1,D,D,82801451,1,80575468,12611628,2225982,2057904,D,D,28131341,1,6089178,1,2678782,1,285641,6,3124755,3,5159515,2218514,305254,2635747,1421380,1,237194,1184187,14375,26864,1142948,1456601,1,190047,2,100533,89515,2716361,2,111107,12535,5181,8023,19084,637478,257202,151890,138996,142101,1232764
0100000US,,United States,31121,Flour milling and malt manufacturing,2011,15554,1,791816,260755,1,111641,32318,20469,96326,11405,24965,501182,13939588,1,13023077,448373,40728,94066,3,5372775,333344,1,D,D,19837318,1,D,950490,D,466566,D,D,5921362,2,2114535,4,522720,2,141669,13,1450146,5,2149931,506838,129936,1513156,415591,3,75071,340520,4864,6993,328662,294778,3,62172,2,35854,26318,772483,4,44047,2207,2006,2709,6602,140333,23604,26344,28766,50648,445219
0100000US,,United States,31121,Flour milling and malt manufacturing,2010,15086,1,761237,243985,1,104318,26903,21369,91395,11045,24322,485169,11603968,1,10806481,366518,D,D,S,4751292,299406,1,D,D,16402180,1,D,813935,D,381109,D,D,4756716,1,2149296,4,506565,3,126640,15,1516090,6,1978863,527128,143590,1308145,370436,4,75177,295260,8918,8520,277822,279023,2,54201,1,33494,20707,681303,4,49758,2226,976,1812,6404,131324,25413,12386,25674,46328,379003
0100000US,,United States,31121M,Flour milling and malt manufacturing,2011,15554,1,791816,260755,1,111641,32318,20469,96326,11405,24965,501182,13939588,1,13023077,448373,40728,94066,3,5372775,333344,1,D,D,19837318,1,D,950490,D,466566,D,D,5921362,2,2114535,4,522720,2,141669,13,1450146,5,2149931,506838,129936,1513156,415591,3,75071,340520,4864,6993,328662,294778,3,62172,2,35854,26318,772483,4,44047,2207,2006,2709,6602,140333,23604,26344,28766,50648,445219
0100000US,,United States,31121M,Flour milling and malt manufacturing,2010,15086,1,761237,243985,1,104318,26903,21369,91395,11045,24322,485169,11603968,1,10806481,366518,D,D,S,4751292,299406,1,D,D,16402180,1,D,813935,D,381109,D,D,4756716,1,2149296,4,506565,3,126640,15,1516090,6,1978863,527128,143590,1308145,370436,4,75177,295260,8918,8520,277822,279023,2,54201,1,33494,20707,681303,4,49758,2226,976,1812,6404,131324,25413,12386,25674,46328,379003
0100000US,,United States,31122,Starch and vegetable fats and oils manufacturing,2011,23435,3,1332695,456471,3,180928,78838,40714,155992,16462,35958,827500,47321076,1,44342859,1248916,195312,891826,1,11863728,642162,1,2791882,D,63755277,1,61645947,13189653,2109331,2041668,D,D,16653784,1,3614395,1,2091967,1,168765,1,1353663,2,3477054,1929117,138446,1409491,801404,1,84601,716803,5782,18620,692400,838862,1,132138,6,61657,70481,1645173,2,52556,D,D,8286,10427,423201,195212,D,77852,67647,782763
0100000US,,United States,31122,Starch and vegetable fats and oils manufacturing,2010,22986,2,1280525,439934,2,170637,73328,39741,156228,16023,35040,796787,39968543,1,37044476,1135189,179560,974505,1,11415898,634814,1,3767204,D,55939299,1,54210469,11271489,1728831,1702580,D,D,16452641,1,3548890,1,2006849,1,138467,1,1403574,2,2810175,1544945,144900,1120330,690397,1,91128,599269,3580,13517,582173,865329,1,121140,2,57812,63327,1494452,2,43067,D,3987,5278,9537,400608,201980,D,81129,64372,664102
0100000US,,United States,311221,Wet corn milling,2011,7716,7,522082,187311,6,64118,40547,19655,62991,4726,10597,304248,9613418,2,7971989,600877,93244,574286,1,7683132,373021,1,2170165,D,15708376,1,14422756,319217,1285620,1276238,8652(s),730,6148084,1,805843,3,388435,2,69554,1,347854,5,755832,356547,51318,347967,368189,2,34144,334045,2213,12217,319615,395106,1,66013,11,33560,32453,777415,1,20180,5304,D,5199,3986,232484,119190,D,37909,25993,320949
0100000US,,United States,311221,Wet corn milling,2010,7423,1,503429,182895,2,61391,38743,18582,64179,4453,9936,294342,8069515,1,6386688,564299,88005,656460,1,7278998,374063,1,3138852,249882,15103250,1,D,280843,D,D,S,D,7122176,1,798728,1,385575,1,55411,1,357742,1,653048,313906,41642,297501,348050,1,45017,303034,1387,6170,295477,477345,1,56122,5,30870,25253,751326,1,14548,4657,1894,1595,3585,235073,134724,4544,44824,24941,280941
0100000US,,United States,311225,Fats and oils refining and blending,2011,8519,5,431247,134189,4,60306,15665,9980,48238,6389,13869,275270,13014931,2,12439653,354876,63323(s),90291,1,1144520,66788,2,235562,D,16172990,2,15705443,1754541,467547,422573,D,D,3277683,1,962035,2,531463,2,67625,1,362947,3,804446,435290,47598,321558,207877,3,31854,176022,1224,3258,171541,174535,2,35174,1,17650,17524,452503,6,19122,D,1268,1592,3130,92507,36375,D,18340,17015,253789
0100000US,,United States,311225,Fats and oils refining and blending,2010,8461,5,422387,128204,4,57368,13930,9335,47572,6301,13797,269145,10743500,1,10254755,290885,54648(s),78715,1,1096966,64497,2,284202,D,13551087,1,13179957,1403737,371130,355140,D,D,2930547,2,806028,2,448852,2,44716,1,312460,2,663308,315900,58132,289275,153490,2,19969,133520,1000,3597,128924,154711,2,35157,2,17951,17206,369135,9,16390,1394,1345,2297,2615,70828,30955,6658,17788,13401,205466
0100000US,,United States,31122N,Soybean and other oilseed processing,2011,7201,4,379367,134972,6,56504,22625,11079,44763,5347,11492,247982,24692727,1,23931217,293163,38746,227249,1,3036076,202353,1,386155,D,31873911,1,31517747,11115894,356164,342856,D,D,7228017,1,1846517,1,1172069,1,31586,1,642862,4,1916776,1137279,39530,739967,225338,1,18602,206736,2345,3145,201245,269221,2,30951,1,10448,20503,415255,1,13254,2711,1312,1495,3312,98210,39647,1048,21603,24638,208025
0100000US,,United States,31122N,Soybean and other oilseed processing,2010,7102,4,354709,128834,6,51877,20655,11824,44478,5269,11307,233300,21155527,1,20403033,280005,36906,239329,1,3039934,196254,1,344150,D,27284962,1,D,9586909,D,D,D,6971,6399919,1,1944134,1,1172421,1,38340,1,733373,3,1493819,915139,45126,533555,188857,1,26142,162715,1193,3750,157772,233273,3,29861,1,8992,20869,373991,1,12129,D,748,1386,3338,94707,36302,D,18517,26030,177695
0100000US,,United States,31123,Breakfast cereal manufacturing,2011,11510,8,739613,302021,3,127730,47666,22692,103933,9560,20483,599167,3676423,2,3550275,S,11202,52577,2,1248146,79860,2,S,D,10432700,2,D,693389,D,S,D,7578,6703233,2,339047,3,122768,3,13493,11,202787,2,387619,164515,20774,202330,393340,1,73411,319929,1323,7874,310732,306896,2,12017,6,6774,5243,385396,1,26880,D,D,4045,3275,59286,16530,D,20428,23743,151583
0100000US,,United States,31123,Breakfast cereal manufacturing,2010,11977,7,788007,328253,3,148093,39170,24239,116751,9884,21273,631585,3556669,2,3410297,S,D,D,S,1408314,86196,2,S,D,10459971,2,D,526204,D,S,D,6770,6921984,2,390992,2,165368,3,20534,7,205090,2,370477,146441,16764,207271,360547,1,70889,289658,1878,4827,282953,312249,2,14707,5,9227,5480,540606,1,18282,D,218,933,3143,105547,29810,D,32193,31400,189659
0100000US,,United States,311230,Breakfast cereal manufacturing,2011,11510,8,739613,302021,3,127730,47666,22692,103933,9560,20483,599167,3676423,2,3550275,S,11202,52577,2,1248146,79860,2,S,D,10432700,2,D,693389,D,S,D,7578,6703233,2,339047,3,122768,3,13493,11,202787,2,387619,164515,20774,202330,393340,1,73411,319929,1323,7874,310732,306896,2,12017,6,6774,5243,385396,1,26880,D,D,4045,3275,59286,16530,D,20428,23743,151583
0100000US,,United States,311230,Breakfast cereal manufacturing,2010,11977,7,788007,328253,3,148093,39170,24239,116751,9884,21273,631585,3556669,2,3410297,S,D,D,S,1408314,86196,2,S,D,10459971,2,D,526204,D,S,D,6770,6921984,2,390992,2,165368,3,20534,7,205090,2,370477,146441,16764,207271,360547,1,70889,289658,1878,4827,282953,312249,2,14707,5,9227,5480,540606,1,18282,D,218,933,3143,105547,29810,D,32193,31400,189659
0100000US,,United States,3113,Sugar and confectionery product manufacturing,2011,65429,1,2887333,984848,1,386522,107654,84951,405721,49241,95942,1930466,17637273,1,16010840,640942,356480,368199,1,3439780,260813,1,D,D,33120351,1,32179827,1490426,940524,777888,109122,53515,15633531,1,4245321,1,2202699,1,536782,1,1505840,1,3916434,2046723,559767,1309944,1204459,1,229447,975012,9874,25721,939417,787246,1,166374,2,116629,49745,3019881,2,268605,7569,20623,10067,19077,221794,104157,435358,252483,96926,1583223
0100000US,,United States,3113,Sugar and confectionery product manufacturing,2010,64186,1,2846502,957288,1,374579,105882,83356,393471,48095,95833,1927450,15868748,1,14299771,656068,308983,355265,1,3417713,248662,1,D,D,31058103,1,30113251,1808516,944853,817561,D,D,15498927,1,3917341,1,2047969,1,556972,1,1312400,1,3658543,1795284,517547,1345712,976645,1,160979,815666,16423,28125,771117,753317,1,175913,3,125158,50755,3097500,1,272535,6617,15626,9893,20103,224881,107736,374347,209097,120823,1735842
0100000US,,United States,31131,Sugar manufacturing,2011,13222,1,679606,257091,1,77575,38546,16992,123978,10583,22406,496208,6374490,1,5802226,186065,30697,277632,1,1171752,77870,2,661810,D,9727957,1,D,D,D,D,D,D,3361921,4,1772882,1,982103,2,282958,1,507821,1,1696484,953074,302015,441395,373299,2,52175,321124,3628,2528,314967,295168,1,50974,1,20983,29990,1081873,1,27924,2043,1305,2075,3917,99170,61330,261326,165066,54586,403131
0100000US,,United States,31131,Sugar manufacturing,2010,13109,1,649146,238564,1,74500,36496,17199,110369,10455,22584,473530,5391118,1,4845375,187537,29024,255978,1,1180287,73204,2,693214,D,8530031,1,8308534,237061,221497,199291,D,D,3275369,1,1696848,1,953416,2,302024,1,441408,1,1544971,845741,271725,427505,307048,2,36275,270773,5307,3238,262228,292372,1,51181,1,19017,32165,1101601,1,23476,D,D,D,3951,92831,58754,D,121714,72791,510657
0100000US,,United States,311313,Beet sugar manufacturing,2011,6532,1,304682,123339,1,30875,21325,4552,66587,5725,11548,237306,2598461,1,2338090,48046,709,166261,1,707181,45355,1,379075,D,4219581,1,D,D,D,D,S,D,1685941,1,1061701,1,565404,1,D,S,D,S,918980,511671,D,D,159738,1,19112,140626,377,1729,138520,103421,1,12170,1,2337,9833,543435,1,7382,175,298,D,956,30022,D,D,122978,10777,75797
0100000US,,United States,311313,Beet sugar manufacturing,2010,6399,1,282974,106785,1,27681,20215,4075,54814,5608,11571,226266,1973769,1,1718417,60821,676,152298,1,721763,41557,1,414284,D,3518774,1,3454456,D,64318,D,S,D,1642294,1,919333,1,512024,1,D,S,D,S,806604,440320,D,D,124439,1,11409,113030,2018,1286,109726,104068,1,12291,1,1869,10422,471851,1,D,D,271,D,1095,28668,D,D,D,16541,85317
0100000US,,United States,31131N,Sugar cane mills and refining,2011,6690,1,374924,133752,1,46700,17221,12440,57391,4858,10858,258902,3776029,1,3464136,138019,29988,111371,1,464571,32515,4,282735,D,5508376,2,5339797,D,168579,146278,D,D,1675980,7,711181,3,416699,5,D,S,D,S,777504,441403,D,D,213561,3,33063,180498,3251,799,176447,191747,1,38804,2,18646,20157,538438,1,20542,1868,1007,D,2961,69148,D,D,42088,43809,327334
0100000US,,United States,31131N,Sugar cane mills and refining,2010,6710,1,366172,131779,1,46819,16281,13124,55555,4847,11013,247264,3417349,1,3126958,126716,28348,103680,1,458524,31647,5,278930,D,5011257,1,4854078,D,157179,D,D,D,1633075,2,777515,3,441392,4,D,S,D,S,738367,405421,D,D,182609,3,24866,157743,3289,1952,152502,188304,1,38890,2,17148,21743,629750,1,D,2731,D,1950,2856,64163,D,D,D,56250,425340
0100000US,,United States,31132,Chocolate and confectionery manufacturing from cacao beans,2011,7297,3,342621,127993,3,51828,18586,10400,47179,5036,9794,233567,3471104,1,3280386,125633,10893,15753,1,500603,38439,2,S,S,4757594,1,D,421293,D,D,S,D,1295074,1,796857,2,392661,2,92221,1,311975,3,742533,374255,111388,256890,67316,7,8315(s),59001,660,1343,56997,74812,2,19224,1,15871,3353,307393,1,29689,524,4066,2347,1476,23479,3924,34925,10903,5262,190797
0100000US,,United States,31132,Chocolate and confectionery manufacturing from cacao beans,2010,7531,4,336404,128511,2,52096,16519,11088,48808,5017,9867,220215,3212729,1,2972406,182471,7568,15468,1,463922,34816,2,S,S,4548531,1,4327464,671607,221067,D,S,D,1435619,1,742158,1,374031,2,110978,1,257149,1,694351,293262,101275,299813,94565,6,12788,81777,702,1215,79860,75828,2,26239,1,20656,5583,310984,2,19248,D,D,3992,2942,19293,5673,17814,9058,5888,224564
0100000US,,United States,311320,Chocolate and confectionery manufacturing from cacao beans,2011,7297,3,342621,127993,3,51828,18586,10400,47179,5036,9794,233567,3471104,1,3280386,125633,10893,15753,1,500603,38439,2,S,S,4757594,1,D,421293,D,D,S,D,1295074,1,796857,2,392661,2,92221,1,311975,3,742533,374255,111388,256890,67316,7,8315(s),59001,660,1343,56997,74812,2,19224,1,15871,3353,307393,1,29689,524,4066,2347,1476,23479,3924,34925,10903,5262,190797
0100000US,,United States,311320,Chocolate and confectionery manufacturing from cacao beans,2010,7531,4,336404,128511,2,52096,16519,11088,48808,5017,9867,220215,3212729,1,2972406,182471,7568,15468,1,463922,34816,2,S,S,4548531,1,4327464,671607,221067,D,S,D,1435619,1,742158,1,374031,2,110978,1,257149,1,694351,293262,101275,299813,94565,6,12788,81777,702,1215,79860,75828,2,26239,1,20656,5583,310984,2,19248,D,D,3992,2942,19293,5673,17814,9058,5888,224564
0100000US,,United States,31133,Confectionery manufacturing from purchased chocolate,2011,26385,3,1013938,324628,2,135955,24757,29413,134502,19956,36588,679396,4273655,2,3868886,254159,20938,47837,1,997212,81835,1,D,D,9988087,2,9601076,414749,387011,320310,41257,25444,5788072,2,1033576,1,501835,1,105199,3,426542,2,913106,449477,89380,374249,494104,1,114367,379737,3391,11866,364480,222705,1,52919,6,46142,6777,571754,5,122078,2475,11426(s),2826,4996,56947,24564,12581,25092,22838,285933
0100000US,,United States,31133,Confectionery manufacturing from purchased chocolate,2010,24881,3,1017237,322142,2,130994,27209,28602,135336,18915,35208,695105,3955734,2,3575449,227919,18269,52941,1,1004610,81157,1,D,D,9792753,1,9399230,517467,393523,319078,36411,38033(s),5867117,1,912317,1,449805,1,89147,4,373365,2,911568,423664,90652,397252,307295,1,68901,238394,4234,9304,224855,209685,1,57886,7,50571,7316,585009,5,127075,D,8842(s),D,5051,65081,27180,D,23163,25909,282538
0100000US,,United States,311330,Confectionery manufacturing from purchased chocolate,2011,26385,3,1013938,324628,2,135955,24757,29413,134502,19956,36588,679396,4273655,2,3868886,254159,20938,47837,1,997212,81835,1,D,D,9988087,2,9601076,414749,387011,320310,41257,25444,5788072,2,1033576,1,501835,1,105199,3,426542,2,913106,449477,89380,374249,494104,1,114367,379737,3391,11866,364480,222705,1,52919,6,46142,6777,571754,5,122078,2475,11426(s),2826,4996,56947,24564,12581,25092,22838,285933
0100000US,,United States,311330,Confectionery manufacturing from purchased chocolate,2010,24881,3,1017237,322142,2,130994,27209,28602,135336,18915,35208,695105,3955734,2,3575449,227919,18269,52941,1,1004610,81157,1,D,D,9792753,1,9399230,517467,393523,319078,36411,38033(s),5867117,1,912317,1,449805,1,89147,4,373365,2,911568,423664,90652,397252,307295,1,68901,238394,4234,9304,224855,209685,1,57886,7,50571,7316,585009,5,127075,D,8842(s),D,5051,65081,27180,D,23163,25909,282538
0100000US,,United States,31134,Nonchocolate confectionery manufacturing,2011,18526,2,851167,275136,1,121164,25765,28145,100062,13667,27154,521295,3518025,1,3059343,75084,293951,26977,3,770214,62670,1,S,S,8646713,1,8477584,D,169129,D,D,D,5188464,1,642005,1,326099,2,56404,4,259502,2,564311,269917,56984,237410,269740,4,54589,215150,2194,9984,202973,194561,1,43257,2,33633,9624,1058860,3,88914,2526,3827,2820,8688,42198,14339,126526,51421,14240,703362
0100000US,,United States,31134,Nonchocolate confectionery manufacturing,2010,18665,2,843715,268071,1,116989,25657,26468,98957,13709,28174,538599,3309166,1,2906541,58141,254122,30878,3,768894,59484,2,S,S,8186789,1,8078023,382380,108766,D,D,D,4920823,1,566018,1,270716,2,54823,4,240479,1,507653,232617,53895,221141,267738,3,43015,224722,6180,14368,204175,175432,1,40606,8,34915,5691,1099908,3,102737,1537,3308,1556,8158,47676,16130,129325,55162,16236,718083
0100000US,,United States,311340,Nonchocolate confectionery manufacturing,2011,18526,2,851167,275136,1,121164,25765,28145,100062,13667,27154,521295,3518025,1,3059343,75084,293951,26977,3,770214,62670,1,S,S,8646713,1,8477584,D,169129,D,D,D,5188464,1,642005,1,326099,2,56404,4,259502,2,564311,269917,56984,237410,269740,4,54589,215150,2194,9984,202973,194561,1,43257,2,33633,9624,1058860,3,88914,2526,3827,2820,8688,42198,14339,126526,51421,14240,703362
0100000US,,United States,311340,Nonchocolate confectionery manufacturing,2010,18665,2,843715,268071,1,116989,25657,26468,98957,13709,28174,538599,3309166,1,2906541,58141,254122,30878,3,768894,59484,2,S,S,8186789,1,8078023,382380,108766,D,D,D,4920823,1,566018,1,270716,2,54823,4,240479,1,507653,232617,53895,221141,267738,3,43015,224722,6180,14368,204175,175432,1,40606,8,34915,5691,1099908,3,102737,1537,3308,1556,8158,47676,16130,129325,55162,16236,718083
